year,id_,indus10,polviews,racdif1,racdif2,racdif3,racdif4,workwhts,workblks,workhsps,intlwhts,intlblks,intlhsps,marblk,marhisp,marwht,letin1a
2018,609, Restaurants and other food services,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,649,Elementary and secondary schools,"Moderate, middle of the road",YES,YES,YES,YES,HARDWORKING,LAZY,HARDWORKING,INTELLIGENT,UNINTELLIGENT,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,FAVOR,Reduced a lot
2018,650,Animal production,Slightly liberal,NO,NO,NO,YES,5,2,HARDWORKING,UNINTELLIGENT,2,3,OPPOSE,FAVOR,FAVOR,Remain the same as it is
2018,651,"Colleges and universities, including junior colleges",Conservative,YES,YES,YES,YES,HARDWORKING,HARDWORKING,HARDWORKING,INTELLIGENT,4,UNINTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,652,Nursing care facilities,"Moderate, middle of the road",YES,YES,YES,YES,4,4,4,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,653,Individual and family services,Liberal,YES,NO,YES,NO,.d:  Do not Know/Cannot Choose,98,98,.d:  Do not Know/Cannot Choose,98,98,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little
2018,654,Air transportation,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,655,Hospitals,Conservative,YES,NO,NO,NO,.d:  Do not Know/Cannot Choose,98,98,.d:  Do not Know/Cannot Choose,98,98,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,656,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,657,Iron and steel mills and steel product manufacturing ,Slightly liberal,YES,NO,NO,YES,5,2,HARDWORKING,4,6,4,STRONGLY FAVOR,FAVOR,FAVOR,Remain the same as it is
2018,658,Services incidental to transportation,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,659,Offices of physicians,"Moderate, middle of the road",NO,NO,NO,NO,4,4,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,FAVOR,Remain the same as it is
2018,660, Restaurants and other food services,Slightly liberal,YES,NO,NO,NO,4,4,4,4,4,4,FAVOR,FAVOR,FAVOR,Remain the same as it is
2018,661,Other health care services,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,688,Furniture and home furnishings stores,"Moderate, middle of the road",YES,NO,YES,YES,4,4,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,689,Truck transportation,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,690, Restaurants and other food services,Extremely liberal,YES,NO,YES,NO,LAZY,4,4,4,UNINTELLIGENT,UNINTELLIGENT,STRONGLY FAVOR,FAVOR,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,691,Couriers and messengers,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,692,Miscellaneous general merchandise stores,.d:  Do not Know/Cannot Choose,YES,NO,NO,YES,4,4,2,5,5,6,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,693,"Business, technical, and trade schools and training","Moderate, middle of the road",YES,NO,YES,YES,4,3,3,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,694,.i:  Inapplicable,"Moderate, middle of the road",YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,695,Warehousing and storage,Slightly conservative,NO,NO,YES,YES,3,4,3,5,4,3,FAVOR,FAVOR,FAVOR,Remain the same as it is
2018,696,Construction,Conservative,NO,NO,NO,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a lot
2018,697, Restaurants and other food services,Conservative,NO,NO,YES,YES,HARDWORKING,LAZY,2,INTELLIGENT,3,6,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,698,Warehousing and storage,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,699,"Accounting, tax preparation, bookkeeping, and payroll services","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,700,Nursing care facilities,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,709,"Justice, public order, and safety activities",Liberal,YES,NO,YES,NO,4,4,4,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,FAVOR,Increased a lot
2018,710,Real estate,"Moderate, middle of the road",YES,NO,NO,NO,HARDWORKING,3,5,INTELLIGENT,4,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2018,711, Restaurants and other food services,.d:  Do not Know/Cannot Choose,NO,NO,NO,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,712,"Civic, social, advocacy organizations, and grantmaking and giving services",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,713,Outpatient care centers,"Moderate, middle of the road",YES,NO,NO,YES,4,4,2,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a lot
2018,727,"Management, scientific, and technical consulting services",Slightly liberal,YES,NO,YES,NO,4,3,2,4,3,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2018,728, Restaurants and other food services,Extremely liberal,YES,NO,YES,NO,4,3,2,4,4,4,STRONGLY FAVOR,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2018,729,Not specified food industries,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,730,"Lumber and other construction materials, merchant wholesalers","Moderate, middle of the road",YES,NO,YES,YES,4,4,3,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,731,Warehousing and storage,.d:  Do not Know/Cannot Choose,YES,NO,YES,NO,5,2,4,4,5,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,732,Hospitals,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,733,Administration of human resource programs,Liberal,YES,NO,YES,NO,3,3,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2018,734,Waste management and remediation services,"Moderate, middle of the road",YES,YES,YES,NO,4,5,4,3,4,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a lot
2018,735,"Justice, public order, and safety activities",Slightly liberal,YES,NO,YES,NO,4,4,2,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,736,Postal Service,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,737,Advertising and related services,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,738,"Other amusement, gambling, and recreation industries","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,739,Radio and television broadcasting and cable subscription programming,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,753,Construction,Conservative,YES,YES,YES,YES,2,2,2,5,4,4,STRONGLY OPPOSE,STRONGLY OPPOSE,FAVOR,Remain the same as it is
2018,754,Grocery stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,755,Landscaping services,"Moderate, middle of the road",YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2018,756,Automotive equipment rental and leasing,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,757,Hospitals,Extremely liberal,YES,NO,YES,NO,4,4,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a lot
2018,758,Banking and related activities,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,759,Elementary and secondary schools,Slightly liberal,YES,NO,YES,NO,2,3,4,5,5,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a lot
2018,760,"Savings institutions, including credit unions","Moderate, middle of the road",YES,NO,YES,NO,4,4,3,5,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,761,Construction,Conservative,NO,NO,NO,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2018,762,Miscellaneous general merchandise stores,"Moderate, middle of the road",YES,NO,YES,NO,2,2,2,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,763,"Other schools and instruction, and educational support services","Moderate, middle of the road",YES,NO,YES,NO,4,4,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,764,Specialized design services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,765,Construction,Conservative,NO,NO,YES,NO,5,6,HARDWORKING,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,777,Construction,Liberal,NO,NO,YES,NO,4,4,3,5,4,3,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little
2018,778,Insurance carriers and related activities,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,779,Elementary and secondary schools,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,780,"Justice, public order, and safety activities","Moderate, middle of the road",NO,YES,YES,YES,2,4,3,5,5,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,781,"Justice, public order, and safety activities","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,782,Automotive repair and maintenance,"Moderate, middle of the road",NO,NO,NO,NO,5,5,5,5,5,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little
2018,783,"Residential care facilities, without nursing",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,784,Beauty salons,Liberal,NO,NO,NO,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,785,"Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.","Moderate, middle of the road",YES,NO,NO,NO,2,2,3,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,786,Miscellaneous general merchandise stores,Conservative,YES,NO,NO,.d:  Do not Know/Cannot Choose,5,4,4,.d:  Do not Know/Cannot Choose,98,98,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,787,"Other amusement, gambling, and recreation industries",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,788,Warehousing and storage,"Moderate, middle of the road",YES,YES,YES,YES,4,4,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,789,Construction,"Moderate, middle of the road",NO,YES,YES,NO,4,4,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2018,790,Not specified manufacturing industries,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,791,Home health care services,"Moderate, middle of the road",YES,NO,.d:  Do not Know/Cannot Choose,NO,4,4,4,4,4,4,FAVOR,FAVOR,FAVOR,Remain the same as it is
2018,792,Aerospace product and parts manufacturing,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,793,Veterinary services,Slightly conservative,NO,NO,YES,YES,3,5,6,4,4,4,FAVOR,FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,794, Restaurants and other food services,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,795,U.S. Navy,Slightly conservative,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2018,796,Couriers and messengers,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,797,Nursing care facilities,Slightly liberal,NO,NO,NO,NO,4,4,2,5,5,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,798,Child day care services,Extremely liberal,YES,NO,YES,NO,4,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,INTELLIGENT,FAVOR,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2018,799,"Business, technical, and trade schools and training",Slightly liberal,NO,YES,YES,YES,4,LAZY,2,6,3,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,FAVOR,Remain the same as it is
2018,800,Administration of human resource programs,Slightly liberal,YES,NO,YES,NO,3,3,2,INTELLIGENT,4,4,FAVOR,FAVOR,FAVOR,Reduced a little
2018,801,Landscaping services,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,802,Child day care services,"Moderate, middle of the road",YES,NO,NO,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2018,803,Beauty salons,.d:  Do not Know/Cannot Choose,YES,NO,YES,YES,3,4,HARDWORKING,INTELLIGENT,5,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little
2018,804,Sound recording industries,Slightly conservative,YES,NO,YES,NO,3,3,HARDWORKING,6,6,6,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,805,Medical equipment and supplies manufacturing,Liberal,NO,YES,NO,YES,HARDWORKING,6,4,6,2,4,OPPOSE,FAVOR,FAVOR,Reduced a lot
2018,806,Beverage manufacturing,Slightly liberal,NO,NO,NO,NO,5,3,3,4,3,3,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,807,Elementary and secondary schools,Slightly liberal,NO,NO,NO,NO,4,4,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2018,808,Automobile dealers,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,809,Hospitals,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,810,Truck transportation,Liberal,YES,NO,YES,NO,5,4,3,3,4,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2018,811,"Colleges and universities, including junior colleges",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,812,"Auto parts, accessories, and tire stores","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2018,813,Insurance carriers and related activities,"Moderate, middle of the road",NO,NO,YES,NO,5,3,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2018,814,Gasoline stations,"Moderate, middle of the road",YES,NO,YES,NO,HARDWORKING,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
