year,id_,indus10,polviews,racdif1,racdif2,racdif3,racdif4,workwhts,workblks,intlwhts,intlblks,marblk,marwht,letin1a,ballot
2000,126,"Lumber and other construction materials, merchant wholesalers",Slightly conservative,NO,NO,NO,YES,5,4,5,5,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,127,Miscellaneous paper and pulp products,Slightly conservative,NO,YES,YES,YES,5,LAZY,6,3,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,128,"Groceries and related products, merchant wholesalers",Extremely liberal,YES,YES,YES,YES,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,129,Construction,.d:  Do not Know/Cannot Choose,YES,NO,YES,YES,HARDWORKING,2,INTELLIGENT,6,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,130,Retail florists,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,3,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,131, Restaurants and other food services,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,132,Construction,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,133,"Independent artists, performing arts, spectator sports, and related industries",Liberal,YES,NO,YES,NO,4,4,4,4,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,134,Insurance carriers and related activities,"Moderate, middle of the road",YES,NO,YES,NO,2,5,2,5,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,135,Other health care services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,136,"Museums, art galleries, historical sites, and similar institutions",Conservative,YES,NO,NO,YES,3,3,5,5,FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,137,Private households,Conservative,YES,NO,YES,NO,4,2,6,6,STRONGLY FAVOR,OPPOSE,.i:  Inapplicable,Ballot a
2000,138,Private households,Slightly conservative,YES,NO,YES,YES,2,5,6,3,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,139,"Electric power generation, transmission, and distribution","Moderate, middle of the road",.d:  Do not Know/Cannot Choose,NO,NO,YES,4,4,4,4,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,140,Department stores and discount stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,141,Advertising and related services,Conservative,YES,YES,YES,YES,4,4,5,5,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,142,Department stores and discount stores,Liberal,YES,NO,YES,YES,4,3,INTELLIGENT,4,OPPOSE,OPPOSE,.i:  Inapplicable,Ballot b
2000,143,Services to buildings and dwellings,Liberal,YES,YES,YES,YES,4,6,4,2,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,144,Traveler accommodation,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,145,"Soap, cleaning compound, and cosmetics manufacturing","Moderate, middle of the road",NO,.d:  Do not Know/Cannot Choose,NO,YES,4,4,4,4,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,146,Hospitals,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,147,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,148,Department stores and discount stores,"Moderate, middle of the road",YES,YES,YES,YES,5,3,4,6,STRONGLY FAVOR,OPPOSE,.i:  Inapplicable,Ballot a
2000,149,Rail transportation,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,5,5,STRONGLY FAVOR,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,150, Restaurants and other food services,"Moderate, middle of the road",NO,YES,YES,YES,HARDWORKING,3,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,151,Banking and related activities,"Moderate, middle of the road",YES,NO,YES,NO,2,3,2,2,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,152,.i:  Inapplicable,"Moderate, middle of the road",YES,NO,YES,YES,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,153,Elementary and secondary schools,"Moderate, middle of the road",NO,NO,YES,YES,2,4,5,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,154,Offices of dentists,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,2,4,6,6,FAVOR,FAVOR,.i:  Inapplicable,Ballot c
2000,155,"Periodical, book, and directory publishers","Moderate, middle of the road",NO,NO,NO,NO,4,4,4,4,STRONGLY FAVOR,FAVOR,.i:  Inapplicable,Ballot b
2000,156,Automobile dealers,Slightly liberal,NO,NO,YES,YES,4,LAZY,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,157,Banking and related activities,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,158,Natural gas distribution,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,159,Individual and family services,"Moderate, middle of the road",YES,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,160,Elementary and secondary schools,Slightly conservative,NO,NO,NO,NO,4,4,5,6,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,161,"Civic, social, advocacy organizations, and grantmaking and giving services",Liberal,YES,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,162,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,5,6,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,163,Services to buildings and dwellings,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,164,Administration of human resource programs,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,165,Crop production,Slightly liberal,.d:  Do not Know/Cannot Choose,NO,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,166,Insurance carriers and related activities,"Moderate, middle of the road",YES,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,167, Restaurants and other food services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,168,.n:  No answer,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,5,4,4,OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,169,Construction,Conservative,NO,NO,NO,YES,5,6,4,5,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,170,Investigation and security services,"Moderate, middle of the road",NO,NO,NO,YES,3,4,5,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,171,Construction,Slightly liberal,YES,NO,YES,NO,3,3,6,5,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,172,"Machine shops; turned product; screw, nut, and bolt manufacturing","Moderate, middle of the road",YES,NO,NO,NO,2,2,5,5,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,173,Executive offices and legislative bodies,Conservative,NO,YES,NO,YES,4,5,4,5,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,174,Printing and related support activities,Extremely liberal,YES,YES,YES,YES,3,3,5,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,175,Elementary and secondary schools,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,4,4,4,OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,176,Computer systems design and related services,Conservative,NO,NO,YES,NO,3,5,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,177,Ship and boat building,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,6,6,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,178,"Colleges and universities, including junior colleges",Conservative,NO,NO,NO,YES,3,4,6,.d:  Do not Know/Cannot Choose,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,179,Child day care services,Conservative,NO,NO,NO,YES,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,180,Construction,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,181,Computer and peripheral equipment manufacturing    ,"Moderate, middle of the road",YES,NO,YES,NO,4,4,4,4,FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,182,Not specified machinery manufacturing        ,Slightly liberal,YES,NO,YES,NO,3,.d:  Do not Know/Cannot Choose,6,4,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,183,"Architectural, engineering, and related services",Slightly conservative,NO,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,184,Legal services,Slightly liberal,YES,NO,.d:  Do not Know/Cannot Choose,NO,.n:  No answer,.n:  No answer,.n:  No answer,.n:  No answer,.n:  No answer,.n:  No answer,.i:  Inapplicable,Ballot b
2000,185,Real estate,Slightly liberal,YES,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,186,Non-depository credit and related activities,Slightly conservative,NO,NO,YES,NO,3,3,6,4,FAVOR,FAVOR,.i:  Inapplicable,Ballot a
2000,187,Elementary and secondary schools,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,6,4,4,NEITHER FAVOR NOR OPPOSE,FAVOR,.i:  Inapplicable,Ballot c
2000,188,Not specified food industries,"Moderate, middle of the road",YES,NO,NO,YES,4,4,INTELLIGENT,INTELLIGENT,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,189,Cut and sew apparel manufacturing,"Moderate, middle of the road",NO,NO,YES,YES,4,3,4,3,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,190,Legal services,"Moderate, middle of the road",NO,NO,YES,YES,4,4,4,4,FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,191,Individual and family services,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,192,Electronic shopping,Slightly liberal,YES,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,193,Hospitals,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,194,Business support services,Slightly liberal,YES,NO,YES,NO,3,3,5,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,195,Elementary and secondary schools,Liberal,YES,NO,YES,NO,4,4,4,4,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,196,"Colleges and universities, including junior colleges",Liberal,YES,NO,YES,NO,5,4,4,4,FAVOR,FAVOR,.i:  Inapplicable,Ballot a
2000,197,.i:  Inapplicable,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,HARDWORKING,2,INTELLIGENT,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,198,.i:  Inapplicable,Conservative,YES,YES,YES,YES,2,4,5,5,STRONGLY OPPOSE,FAVOR,.i:  Inapplicable,Ballot a
2000,199,.i:  Inapplicable,Slightly conservative,NO,NO,NO,NO,3,2,5,5,FAVOR,FAVOR,.i:  Inapplicable,Ballot b
2000,200,.i:  Inapplicable,"Moderate, middle of the road",YES,NO,NO,NO,3,3,3,3,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,201,Child day care services,"Moderate, middle of the road",NO,NO,NO,YES,6,4,5,5,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,202,"Residential care facilities, without nursing",Liberal,NO,NO,NO,YES,3,3,4,4,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,203,.i:  Inapplicable,"Moderate, middle of the road",NO,YES,NO,NO,HARDWORKING,LAZY,4,4,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,204,"Miscellaneous durable goods, merchant wholesalers",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,205,"Electronic component and product manufacturing, n.e.c.",Slightly conservative,YES,NO,NO,YES,4,5,3,4,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,206,Wired telecommunications carriers,Liberal,NO,NO,YES,NO,4,4,4,UNINTELLIGENT,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,207,"Auto parts, accessories, and tire stores","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,5,5,3,OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,208,Scientific research and development services,"Moderate, middle of the road",NO,NO,YES,NO,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,209,Banking and related activities,Slightly liberal,NO,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,210,Motor vehicles and motor vehicle equipment manufacturing,Slightly conservative,YES,NO,YES,YES,3,3,5,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,211,"Management, scientific, and technical consulting services",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,212,"Accounting, tax preparation, bookkeeping, and payroll services","Moderate, middle of the road",NO,NO,NO,YES,4,4,4,4,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,213,"Sporting and athletic goods, and doll, toy and game manufacturing","Moderate, middle of the road",YES,NO,YES,NO,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,214,Banking and related activities,Conservative,NO,NO,YES,NO,4,5,5,5,FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,215,Bus service and urban transit,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,216, Restaurants and other food services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,6,LAZY,4,3,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,217,Construction,Slightly liberal,YES,YES,YES,NO,3,6,6,5,FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,218,Beauty salons,Liberal,NO,NO,YES,NO,2,2,5,5,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,219,"Electronic component and product manufacturing, n.e.c.","Moderate, middle of the road",NO,NO,NO,NO,5,4,5,4,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,220,Elementary and secondary schools,Slightly liberal,YES,NO,YES,NO,5,4,4,4,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,221,Wired telecommunications carriers,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,222,Employment services,"Moderate, middle of the road",YES,NO,YES,NO,3,4,6,6,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,223,"Water, steam, air-conditioning, and irrigation systems",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,224,Beauty salons,Conservative,NO,NO,NO,NO,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,225, Restaurants and other food services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,226,Elementary and secondary schools,Liberal,NO,NO,YES,NO,.n:  No answer,.n:  No answer,.n:  No answer,.n:  No answer,FAVOR,FAVOR,.i:  Inapplicable,Ballot b
2000,227,Furniture and home furnishings stores,Slightly conservative,NO,NO,NO,NO,2,2,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,228,Services to buildings and dwellings,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,229,Plastics product manufacturing,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,230,"Communications, and audio and video equipment manufacturing        ",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,5,5,4,3,NEITHER FAVOR NOR OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot c
2000,231,Construction,Slightly liberal,YES,NO,.d:  Do not Know/Cannot Choose,NO,4,4,5,4,NEITHER FAVOR NOR OPPOSE,FAVOR,.i:  Inapplicable,Ballot b
2000,232,Legal services,"Moderate, middle of the road",YES,.d:  Do not Know/Cannot Choose,YES,NO,4,4,5,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,233,Elementary and secondary schools,"Moderate, middle of the road",YES,NO,YES,NO,4,4,4,4,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,234,"Electronic component and product manufacturing, n.e.c.",Slightly liberal,YES,NO,NO,YES,3,4,5,4,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,235, Restaurants and other food services,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,236,Banking and related activities,"Moderate, middle of the road",YES,YES,YES,NO,4,5,6,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,237,Wired telecommunications carriers,"Moderate, middle of the road",YES,YES,YES,YES,3,3,INTELLIGENT,6,FAVOR,FAVOR,.i:  Inapplicable,Ballot b
2000,238,Elementary and secondary schools,Liberal,YES,NO,YES,NO,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,239,"Other professional, scientific, and technical services",Slightly liberal,YES,NO,YES,NO,4,6,4,3,OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
